winner,winby
0.578984691761434,1.2684844771494295
0.225822585402057,1.250700944208285
0.687243987806141,1.3229642544079354
0.902998160338029,1.3744438360110303
0.584008588455617,1.3504872436079796
0.948284330079332,1.3483246704620369
0.854791072430089,1.548600602312603
0.970238810172305,1.1474963478022935
0.785373505437747,1.3422797340126063
0.51227138005197,1.2909446484024019
0.263431717874482,1.358261435560744
0.168660649564117,1.4156361394262127
0.460240696091205,1.1048247241758957
0.643567446153611,1.240382727875217
0.751774023519829,1.6340669128834389
0.760720135644078,1.3112741050646646
0.496170674217865,1.220358832859579
0.670541402650997,1.3078373868877862
0.28274355083704,1.43358701699486
0.27212978922762,1.2693632028320325
0.313649172428995,1.2372156439840776
0.376744093140587,1.246489754958459
0.197746842168272,1.3570002949693305
0.0612756344489753,1.1718889311866922
0.77337561128661,1.2179608011985914
0.922151174163446,1.244134551923147
0.0912467774469405,1.3104425921794196
0.178282200824469,1.148346377765094
0.595557099673897,1.3195032799523219
0.0948858768679202,1.1981233878646103
0.26938490034081,1.2517354713987365
0.414182451553643,2.1844023215300257
0.824445433914661,1.1400049842762383
0.292296501807868,1.3582519384098308
0.497802964877337,1.3811394108191903
0.0239639619830996,1.443555665098641
0.530264249071479,1.2020876752360536
0.843338862527162,1.3003227834794224
0.312993896892294,1.3257874914693963
0.710875523975119,1.4656963130081408
0.838369634002447,1.315149329464374
0.579288960900158,1.6810850581007795
0.827937837690115,1.4359878950446419
0.844801917672157,1.379031496072138
0.557864275993779,1.1007929641723964
0.351134064374492,1.257461391217466
0.588809600798413,1.2239724926957758
0.439089598832652,1.2175541477213632
0.795838666381314,1.2308179790907705
0.0321332742460072,2.1196357453290027
0.111749292351305,1.4821197251468583
0.382858960190788,1.3380252151062926
0.526587958913296,1.2966946651922313
0.329523712163791,1.4350214280611764
0.27914944360964,1.0715534854936857
0.516674071550369,1.2916214103600574
0.873432759661227,1.3251292289883834
0.782544355140999,1.26489950027468
0.814903411781415,1.4371161808742983
0.725621934747323,1.2769293629017202
0.0350146463606507,1.3056103976231694
0.0944913169369102,1.6595858580521834
0.814088989747688,1.566664566192006
0.201176166068763,1.2517053487528242
0.610286078415811,1.942875676391752
0.0649837662931532,1.165989820811041
0.453861695248634,1.4396520115710894
0.914343835087493,1.211155989093861
0.304294779431075,1.3943316333809244
0.286230473313481,1.3994432473886231
0.204409347148612,1.284265189274367
0.909261500230059,1.31963938642974
0.97787010204047,1.3925824445608777
0.787166621303186,1.356590210406098
0.625042696250603,1.2315939187641374
0.54767218302004,2.3478469666175648
0.435021450044587,1.1154407296851827
0.226656813407317,1.5554826499635608
0.661371348891407,1.2791441628267735
0.785762339364737,1.3104532228824786
0.911474651657045,1.3551734817943968
0.793930856278166,1.287479845330023
0.017050345428288,1.1929871214115462
0.498510559089482,1.3875841048997355
0.994533525314182,1.0440582047567357
0.359316419810057,1.310593769713352
0.0308081712573767,1.420140893678057
0.869458270026371,1.3468525107732643
0.816321921069175,1.5285760756376778
0.682829610072076,1.283097180137062
