winner,winby
0.578984691761434,1.2683249
0.225822585402057,1.1365762
0.687243987806141,1.4592203
0.902998160338029,1.2800289
0.584008588455617,1.2700621
0.948284330079332,1.2481343
0.854791072430089,2.014003
0.970238810172305,1.2758764
0.785373505437747,1.4078566
0.51227138005197,1.1248883
0.263431717874482,1.2034615
0.168660649564117,1.4250369
0.460240696091205,1.2336836
0.643567446153611,1.6016332
0.751774023519829,1.3402859
0.760720135644078,1.2860358
0.496170674217865,1.4362569
0.670541402650997,1.2230818
0.28274355083704,1.9668411
0.27212978922762,1.2601398
0.313649172428995,1.274853
0.376744093140587,1.1987509
0.197746842168272,1.984323
0.0612756344489753,1.6746279
0.77337561128661,1.2853377
0.922151174163446,1.362623
0.0912467774469405,1.3453108
0.178282200824469,1.1781913
0.595557099673897,1.2242903
0.0948858768679202,1.0931416
0.26938490034081,1.2151039
0.414182451553643,2.3017738
0.824445433914661,1.407987
0.292296501807868,1.1995187
0.497802964877337,1.5750074
0.0239639619830996,1.3392564
0.530264249071479,1.193815
0.843338862527162,1.6893477
0.312993896892294,1.1837817
0.710875523975119,1.1714611
0.838369634002447,1.7437983
0.579288960900158,1.5490168
0.827937837690115,1.2910025
0.844801917672157,1.4556854
0.557864275993779,1.581672
0.351134064374492,1.2621772
0.588809600798413,1.1422765
0.439089598832652,1.172297
0.795838666381314,1.242159
0.0321332742460072,2.0429106
0.111749292351305,1.3104917
0.382858960190788,1.2874584
0.526587958913296,1.3143325
0.329523712163791,1.4919786
0.27914944360964,1.3495642
0.516674071550369,1.4783244
0.873432759661227,1.4679471
0.782544355140999,1.2849224
0.814903411781415,1.5853871
0.725621934747323,1.2859015
0.0350146463606507,1.2341744
0.0944913169369102,1.30593
0.814088989747688,1.578947
0.201176166068763,1.379683
0.610286078415811,1.9500324
0.0649837662931532,1.1859579
0.453861695248634,1.3105592
0.914343835087493,1.3867406
0.304294779431075,1.5151191
0.286230473313481,1.1985441
0.204409347148612,1.2977198
0.909261500230059,1.7317294
0.97787010204047,1.7835401
0.787166621303186,1.217614
0.625042696250603,1.1187875
0.54767218302004,1.900614
0.435021450044587,1.1187744
0.226656813407317,1.2609143
0.661371348891407,1.2905489
0.785762339364737,1.3472183
0.911474651657045,1.334998
0.793930856278166,1.1858292
0.017050345428288,1.1378205
0.498510559089482,1.5707637
0.994533525314182,1.2301447
0.359316419810057,1.6116687
0.0308081712573767,1.378984
0.869458270026371,1.3207034
0.816321921069175,1.3815166
0.682829610072076,1.8753434
0.756581334630027,1.4239633
0.0103579435963184,1.6769264
0.412782806437463,1.3382126
0.14560850802809,1.1052828
0.684686237480491,1.2926779
0.0220998872537166,1.1931521
0.566394153051078,1.3443519
0.699560510227457,1.1331121
0.387386037735268,1.3390003
0.807054408127442,1.3105493
0.387238503666595,1.3591346
0.960424093762413,1.6839365
0.678275046404451,1.3143735
0.259852773044258,1.1660707
0.677798952441663,1.2588986
0.172285573091358,1.5112263
0.774389010388404,1.4426118
0.953338261693716,1.156232
0.463920374866575,1.2880754
0.629360741237178,1.1098032
0.120478500844911,1.4407816
0.809792950516567,1.5921568
0.751388245029375,1.8461288
0.14985624444671,1.290922
0.534543080953881,1.3119239
0.632587738102302,1.1742982
0.467158819083124,1.150018
0.747058615321293,1.6721407
0.994376993738115,1.2127248
0.724396868376061,1.3830775
0.512080204440281,1.2110982
0.112030018819496,1.204902
0.542097802972421,1.1805586
0.0415512006729841,1.2407988
0.771078772144392,1.5849085
0.590631346683949,1.3909812
0.620363156311214,1.863038
0.81323696509935,1.8949404
0.677117829443887,2.8543806
0.875165880890563,1.1754063
0.67179818241857,1.2247722
0.105172109324485,1.1175213
0.532558355247602,1.3470964
0.534493135288358,1.285434
0.518269269028679,1.1697518
