year,home_team_id,away_team_id,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,home_player_X1,home_player_X2,home_player_X3,home_player_X4,home_player_X5,home_player_X6,home_player_X7,home_player_X8,home_player_X9,home_player_X10,home_player_X11,home_player_Y1,home_player_Y2,home_player_Y3,home_player_Y4,home_player_Y5,home_player_Y6,home_player_Y7,home_player_Y8,home_player_Y9,home_player_Y10,home_player_Y11,away_player_X1,away_player_X2,away_player_X3,away_player_X4,away_player_X5,away_player_X6,away_player_X7,away_player_X8,away_player_X9,away_player_X10,away_player_X11,away_player_Y1,away_player_Y2,away_player_Y3,away_player_Y4,away_player_Y5,away_player_Y6,away_player_Y7,away_player_Y8,away_player_Y9,away_player_Y10,away_player_Y11,home_team_goal,away_team_goal
2009,149,142,1701,1694,1704,1697,8232,1700,1739,192,1828,3496,2124,4250,1745,1327,1324,1861,1895,1330,2071,2073,301,4699,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,4,0
2009,143,134,8921,3839,4776,7238,1849,2171,1852,5013,8663,1332,2138,149,1370,1359,2075,1372,1884,1722,2070,2128,4195,1840,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,1
2009,199,148,1732,2491,1937,5194,151,1838,1844,2675,5649,4299,5434,1860,1837,8264,1366,8263,7763,,335,5443,1716,6848,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,2,0
2009,150,135,1876,1880,2484,1874,1721,6362,2066,790,5769,1361,7294,2086,7414,1686,4768,9016,9335,1456,838,7531,5442,1893,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,2,0
2009,135,149,5436,7414,2379,9016,4768,9335,1456,1733,5442,7240,808,1701,1694,1394,1704,1697,1700,1739,192,1828,3496,2124,1,2,4,8,6,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,1
2009,146,140,1691,288,1878,1113,5628,1883,,822,1654,4124,,2123,8119,1869,4048,333,1369,1829,2126,4073,4408,904,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2
2009,136,150,1542,,1923,1595,4541,1925,6331,1935,2131,2674,2165,1876,1880,2484,1874,1721,6362,2066,790,5769,1361,7294,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,1
2009,134,199,149,1370,1359,2075,2128,1884,7877,1372,4195,1840,6839,1732,2491,1937,5194,151,1838,1844,2675,5649,4299,5434,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,1
2009,143,137,8921,3839,4776,7238,1849,2171,1852,5013,8663,1332,2138,1711,1854,8314,5433,5432,1933,,2347,3602,34,9352,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,0,2
2009,6,224,2377,798,2373,2311,210,791,1396,2181,4702,5420,5446,1912,1909,1910,1353,2088,1906,1913,1841,2666,4496,5503,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,0,2
2009,148,94,1860,,1837,8264,1366,8263,6827,5443,5445,3353,1716,1747,1314,6360,3863,8556,2378,1738,8370,9351,3453,6012,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,2,3
2009,94,146,1747,1314,6360,3863,8556,2378,1868,8370,6012,1936,9351,1691,1878,1113,2144,5628,1883,1690,,822,,,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,0
2009,224,143,1912,1909,1910,1841,1353,300,1913,2666,4106,4496,5503,1851,1853,3839,4776,1849,3962,1852,5013,2138,592,931,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,2,0
2009,137,134,1711,2072,1854,,8314,34,2347,3602,5433,1933,2082,149,1873,1370,1359,1372,1722,1706,2128,1840,4195,6839,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,2,0
2009,149,136,1701,1694,1394,1704,1697,1700,1739,192,3496,2124,1828,1542,,1923,1595,4541,1925,2523,1935,2131,6331,2165,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,2,2
2009,140,142,2123,1369,1869,4048,2126,333,7838,1829,904,4073,4408,4250,1745,1327,1861,2093,1895,2071,1334,2073,301,4699,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,0,1
2009,199,6,1732,2491,1937,151,5649,1838,1844,2675,8557,4299,5434,2377,798,2373,2311,210,791,1396,2181,4702,5420,5446,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,2,0
2009,150,148,1876,1880,1721,927,,6362,2066,790,5769,1361,7294,1860,1837,8264,1366,8263,335,6827,,5443,1716,3353,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,2,2
2009,135,94,2086,1686,4768,9016,8289,2381,6272,5442,7240,1456,1893,1747,6360,3863,3437,1724,2378,1738,8370,9351,1868,3453,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,3,1
2009,137,224,1711,2072,1854,,8314,34,1933,2347,3602,2082,5433,1912,300,1909,1910,1353,1906,1913,1841,2666,1380,4496,1,2,4,6,8,2,4,6,8,6,4,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,0,2
2009,136,140,1542,,2523,1923,1595,4541,1925,2228,6331,2131,2165,2123,8119,1869,4048,2901,2126,7838,9421,1377,4073,4408,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,2,0
2009,134,150,149,1873,1370,1359,1372,1884,7877,1722,1814,2128,1840,1876,1880,1874,3590,1721,6362,2066,790,5769,1361,7294,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,2,1
2009,143,199,1851,1853,2383,3839,4776,3962,1852,5013,8663,592,2138,1732,1937,151,1838,2491,1844,2675,5649,4299,8557,5434,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,0,0
2009,148,149,1860,1837,8264,1366,8263,335,6827,,5443,1716,3353,1701,1694,1394,1697,8232,1700,1739,192,1828,3496,2124,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,2,0
2009,142,146,4250,1745,1327,1861,2093,1895,2071,1334,2073,301,4699,1691,1878,1113,2144,5628,1690,,822,,4124,,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,4,1
2009,94,142,1747,6360,3863,3437,1724,2378,1738,1685,6012,7969,3453,4250,1745,1327,1861,2093,8899,2071,1334,,2900,301,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2
2009,224,148,1912,1909,1910,1841,1353,300,1906,1913,1380,2666,5503,1860,1837,8264,1366,8263,7763,335,6827,5443,1716,3353,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,3,1
2009,146,134,1691,288,1113,,2144,1883,1690,1878,,1654,,149,1873,1372,1814,2128,7877,1722,1370,1359,1884,6839,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,1
2009,149,6,1701,1694,1704,1697,193,1700,1739,7794,192,2124,1828,2377,798,2076,795,210,791,1396,2181,4702,5420,5446,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,4,1
2009,140,135,2123,8119,1869,4048,2126,7838,9421,2901,2498,4073,4408,2086,1686,4768,9016,8289,838,2381,7240,1456,1893,808,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,2,1
2009,199,137,1732,1937,151,1838,2491,1844,2675,5649,4299,8557,5434,1711,2072,,8314,5432,34,1933,2347,3602,5437,9352,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,2,1
2009,150,143,1876,1880,3590,1721,,1874,1879,2066,5769,1361,888,1851,1853,2383,3839,4776,3962,1852,592,4945,931,,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,0
2009,94,136,1747,1314,6360,1685,3437,2378,1738,8370,6012,1936,9351,1542,,1923,1234,4541,1925,2228,1935,2674,2165,328,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,0
2009,224,199,1912,300,1909,1910,1353,1900,1913,1841,2666,1380,5503,1732,2491,1937,151,5649,1838,345,1844,2675,8557,5434,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,0
2009,146,135,1691,288,1113,2144,5628,1883,1690,1654,,822,,2086,1686,4768,6272,8289,2379,7531,2381,5442,1456,4769,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,2,0
2009,149,143,1701,1694,1394,1704,1697,1700,1739,192,7794,1828,2124,1851,1853,2383,3839,4776,7238,1852,592,1332,931,,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,0
2009,140,134,2123,8119,1869,4048,2126,7967,333,7838,9421,4073,4408,149,1873,1370,1359,1814,1884,7877,1722,2128,929,6839,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,3,1
2009,150,6,1876,1880,3590,1721,,1874,2066,790,5769,1361,888,2377,798,2076,795,,791,4702,800,799,,5446,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,2,0
2009,142,148,4250,1745,1327,1861,2093,1895,2071,1334,2073,2900,301,1860,1837,8264,1366,8263,7763,335,6827,5443,1716,6848,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,3,0
2009,135,142,2086,2379,7240,4768,8289,9335,2381,5442,808,1456,7403,4250,1745,1327,1861,2093,1895,2071,1334,2073,2900,301,1,2,6,4,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,2,2
2009,137,150,1711,2072,1854,,8314,34,2347,3602,5433,1792,3281,1876,1880,1874,3590,1721,2066,790,4900,5769,1361,888,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,0,0
2009,136,146,1542,,1923,1234,4541,1925,2131,2674,155,2165,1924,1691,288,1878,1113,2144,1883,1690,4124,,822,1654,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,0,0
2009,134,224,1316,1873,1370,1372,1367,1814,7877,1722,2128,1884,1840,1912,300,1909,1910,1353,1900,1906,1913,1841,2666,1380,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3
2009,143,94,1851,1853,2383,3839,4776,3962,2171,7238,1852,5013,1332,1747,1314,6360,1685,3437,1868,8370,6012,2378,1738,3453,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,0,1
2009,199,149,1732,1695,2376,1937,151,1838,345,1844,2675,,5434,1701,1694,1394,1697,193,1739,7794,192,9133,2124,1828,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,0
2009,6,140,2377,2373,795,,210,791,4702,800,799,5420,5446,2123,8119,1869,4048,2126,7967,7838,9421,2498,4408,5438,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,2,5
2009,94,6,1747,1314,6360,1685,3437,1738,3863,8370,7969,1936,1868,2377,2373,2311,795,,791,1396,2181,4702,800,5446,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,1
2009,135,148,2086,7414,2379,4768,7240,838,7531,1686,2381,5442,1456,1860,,1837,8264,5443,335,6827,1366,,5445,1716,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,0,1
2009,146,199,1691,288,1113,1317,5628,1883,1690,1878,822,1654,4124,1732,1695,1937,151,5649,1838,345,,1844,2675,2458,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,0,2
2009,149,134,1701,1694,1394,1697,193,1739,192,9133,1700,1828,2124,1316,1873,1370,2075,1367,1814,7877,1722,2128,929,1884,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,0
2009,140,137,2123,8119,1869,4048,2126,7967,7838,9421,4408,5438,904,1711,2072,1854,,8314,34,2082,2347,3602,5433,3281,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,2,1
2009,150,224,1876,1880,2484,3590,,1874,2066,790,5769,5595,888,1912,300,1909,1910,1353,1900,1906,1841,5428,4496,5503,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,0,2
2009,142,136,4250,1327,1324,1861,2093,1895,2071,1334,932,2900,301,1542,,1923,1234,4541,1925,1935,2674,155,2165,1924,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,0,0
2010,224,94,1912,300,1909,1910,1841,1353,1913,5428,1900,1906,5503,1747,1314,6360,1868,2378,1738,3863,3437,8370,9351,3453,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,3,2
2009,137,149,1711,2072,1854,,8314,34,3602,5433,8302,3281,2082,1701,1394,1697,8232,193,1700,1739,192,9133,2124,1828,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,2,2
2010,136,135,2130,,1923,1595,4541,1925,2228,1935,2674,2165,328,2086,2379,4768,838,8289,2397,2381,5442,7240,7403,1893,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,8,6,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,2,3
2009,143,140,1851,1853,2383,3839,4776,3962,2171,7238,1852,5013,1332,2123,8119,1869,4048,2126,7967,333,9421,4408,5438,904,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,0,1
2009,199,150,1732,1695,1937,151,5649,1838,345,1844,2675,2458,4299,1876,2484,6362,1721,1870,1874,2066,790,5769,1361,888,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,1
2010,6,142,1864,2373,2311,795,791,1396,800,802,5420,5446,7676,4250,1745,1327,1861,1902,2093,2071,2073,932,2900,301,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,0
2009,148,146,1860,,1837,8264,5445,335,6827,1366,,5443,1716,1691,1883,1878,1113,5628,288,,,822,1654,1317,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2
2009,94,143,1747,6360,3863,1685,3437,1724,2378,1738,1868,7969,1936,8921,1853,2383,3839,4776,3962,2171,8555,5013,8663,2138,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,2,0
2009,224,134,1912,300,1909,4321,1910,8929,1900,1906,1913,1380,4496,149,1873,1370,1359,1372,1884,34,1706,2128,4195,6839,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,3,2
2009,146,136,1691,288,1878,1113,5628,1883,1690,,1654,1317,4124,1542,,1935,1234,4541,,7298,1924,2674,2165,155,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,0,0
